Name,Author,Price,Category,Publisher,Isbn,Pages
the language of life: a festival of poets,bill moyers,$25.00 ,literature,anchor,9.78039E+12,0
vitreous substitutes,gholam peyman,£86.99,medical,,838594840,0
an air that kills: lydmouth crime series (book 1),andrew taylor,£9.99,fiction,hodder && stoughton uk,9.78034E+12,373
forget-me-nots: a victorian book of love,cynthia hart,$9.95 ,gift books,workman,894808559,84
sins of the wolf: the victorian society (book 5),anne perry,£8.99,fiction,headline uk,9.78075E+12,512
mr. ives' christmas,oscar hijuelos,$23.00 ,literature,harper collins usa,9.78006E+12,248
the long valley,john steinbeck,$16.00 ,literature,penguin classics,9.78014E+12,0
the pastures of heaven (short stories),john steinbeck,$16.00 ,literature,penguin classics,9.78014E+12,0
steal the dragon: the sianim series (book 2),patricia briggs,$7.99 ,fiction,ace,9.78044E+12,0
the log from the sea of cortez,john steinbeck,$17.00 ,science,penguin classics,9.78014E+12,0
"from one child to two: what to expect, how to cope, and how to enjoy your growing family",judy dunn,$15.00 ,health,ballantine books,9.78045E+12,224
shadows on the longhouse,mike roarke,$5.95 ,fiction,st. martin usa,9.78033E+12,320
the political economy of international labour migration,hassan nawaz gardezi,Rs220.00,business,new line publishers,3031323535,232
death of virgil,hermann broch,$21.00 ,literature,vintage,9.78068E+12,496
the cat who could read backwards,lilian jackson braun,£9.99,fiction,headline uk,9.78075E+12,192
absolution by murder: a celtic mystery (book 1),peter tremayne,£8.99,fiction,headline uk,9.78075E+12,288
duty bound,leonard b. scott,$19.00 ,FICTION,ballantine books,9.78035E+12,352
born to heal,ruth montgomery,$15.00 ,health,fawcett,9.78035E+12,224
those who serve,marcia willett,£8.99,fiction,headline uk,9.78075E+12,468
high street: gibson family series (2),anna jacobs,£7.99,fiction,coronet uk,9.78034E+12,480
jacko: the great intruder,thomas keneally,£9.99,literature,sceptre uk,9.78034E+12,368
"goodbye sweetheart: april grove, a street at war series (book 1)",lilian harry,£8.99,fiction,orion uk,9.78186E+12,375
a fish in the water (translation),mario vargas llosa,£14.99,literature,faber and faber uk,9.78057E+12,532
the daydreamer,ian mcewan,£8.99,literature,vintage uk,9.7801E+12,144
desire and dissent,chris perriam,$47.00 ,literary criticism,berg,9.78186E+12,152
high street: gibson family series (book 2),anna jacobs,£6.99,fiction,coronet uk,9.78144E+12,471
the acid house,irvine welsh,£8.99,fiction,vintage uk,9.7801E+12,304
fahrenheit 666,andrew harman,£5.99,fiction,orbit uk,9.78186E+12,320
southwest scroll saw patterns,patrick spielman,$14.95 ,crafts,sterling publishing usa,9.78081E+12,168
celebration of love,gail harvey,$7.99 ,gift books,gramercy usa,517081393,160
vox,nicholson baker,$15.00 ,fiction,vintage books,9.78068E+12,176
fool's pardon,harry smart,£6.99,literature,faber and faber uk,9.78057E+12,80
after the whale,clark davis,$29.95 ,literary criticism,,9.78082E+12,0
rebecca west: a saga of the century,carl rollyson,£20.00,biography & autobiography,hodder && stoughton uk,9.78034E+12,442
correggio: the library of great masters,lucia fornari schianchi,$12.99 ,art,scala books,187835146X,79
dave barry does japan,dave barry,$16.00 ,humor,fawcett,9.78045E+12,224
guess how much i love you: 30 gorgeous postcards,sam mcbratney,£6.99,children,walker books uk,9.78141E+12,0
the unusual life of tristan smith,peter carey,£7.99,literature,faber and faber uk,9.78057E+12,422
modern short stories (volume ii),jim hunter,£6.99,literature,faber and faber uk,9.78057E+12,212
i feel angry: your emotions,brian moses,£7.99,children,wayland uk,9.78075E+12,32
how get your dog to do what you wany,warren eckstem,$16.00 ,pets,ballantine books,9.78045E+12,282
how i pray,jim castelli,$15.00 ,religion,ballantine books,9.78035E+12,188
the romance of origins: language and sexual difference in middle english literature,gayle margherita,$19.95 ,literary criticism,university of pennsylvania,9.78081E+12,256
white horses and shooting stars: a book of wishes,david greer,$9.95 ,gift books,conari press,9.78094E+12,160
the beast house,richard laymon,£8.99,fiction,headline uk,9.78075E+12,369
"a dangerous mourning: william monk mystery, book 2",anne perry,£6.99,fiction,headline uk,9.78075E+12,512
mummies: a journey through eternity (new horizons),roger lichtenberg,£6.95,history,thames && hudson uk,9.7805E+12,128
the fifth discipline fieldbook: strategies and tools for building a learning organization,peter m. senge,$35.00 ,business,doubleday,9.78039E+12,608
darkness at noon,arthur koestler,£8.99,literature,vintage uk,9.7801E+12,224
josie,lynda page,£8.99,fiction,headline uk,9.78075E+12,512
aman:the story of a somali girl,virginia lee barnes,$16.95 ,biography & autobiography,pantheon,9.78068E+12,349
password to larkspure lane: nancy drew mystery series (book 10),carolyn keene,$7.99 ,children,grosset && dunlap,9.78045E+12,175
benozzo gozzoli: the library of great masters,cristina acidini luchinat,$14.99 ,art,scala books,1878351478,0
the son of laughter,frederick buechner,$16.99 ,fiction,harper one usa,9.78006E+12,288
the son of laughter,frederick buechner,$16.99 ,fiction,harper one usa,9.78006E+12,288
mr murder,dean koontz,£9.99,fiction,headline uk,9.78075E+12,576
the disappearance of childhood,neil postman,$15.00 ,politics,vintage,9.78068E+12,180
selected poems,elaine feinstein,£9.95,literature,carcanet,9.78186E+12,176
the decline and fall of the roman empire (volumes 4 to 6),edward gibbon,£50.00,history,everyman''s library uk,9.78186E+12,0
kinds of love,may sarton,$14.95 ,fiction,w.w. norton,9.78039E+12,464
walt whitman's native representations,ed folsom,$0.00 ,literary criticism,cambridge university press,9.78052E+12,194
late imperial romance,john mcclure,$13.95 ,fiction,verso press usa,9.78086E+12,300
the harvey girls,lesley poling-kempes,$15.95 ,history,da capo usa,9.78157E+12,320
what katy did next,susan coolidge,£6.99,children,puffin classics uk,9.78014E+12,223
the prince and the pauper,mark twain,£6.99,children,puffin classics uk,9.78014E+12,272
frankenstein,mary shelley,£7.99,children,puffin classics uk,9.78014E+12,282
a history of warfare,john keegan,$16.95 ,history,vintage,9.78068E+12,0
the risk pool,richard russo,$16.00 ,literature,vintage,9.78068E+12,0
kim,rudyard kipling,£2.50,literature,wordsworth classics,9.78185E+12,272
mohawk,richard russo,$15.00 ,literature,vintage,9.78068E+12,0
what katy did next,susan coolidge,£6.99,children,puffin classics uk,9.78014E+12,223
the gambit,m. yudovich,£7.99,sports,planeta,5852502200,184
ego,tim geary,£9.99,fiction,hodder && stoughton uk,9.78034E+12,560
manufacturing consent: the political economy of the mass media,noam chomsky,£10.99,politics,vintage uk,9.7801E+12,430
manufacturing consent: the political economy of the mass media,noam chomsky,£10.99,politics,vintage uk,9.7801E+12,430
degrees of freedom,a.s. byatt,£9.99,literary criticism,vintage uk,9.7801E+12,358
on women turning fifty,cathleen rountree,$18.00 ,women studies,harper one usa,9.78006E+12,224
potter on potter,dennis potter,£12.99,performing arts,faber and faber uk,9.78057E+12,192
farewell my concubine,lilian lee,$13.99 ,fiction,harper collins usa,9.78006E+12,272
"thinking body, dancing mind: taosports for extraordinary performance in athletics, business, and life",chungliang al huang,$18.00 ,selfhelp,bantam,9.78055E+12,336
apartheid's contras: an inquiry into the roots of war in angola and mozambique,william minter,£65.00,politics,zed books,9.78186E+12,320
angels & insects (two novellas),a.s. byatt,$15.95 ,literature,vintage,9.78068E+12,337
midnight secrets: the thrill (volume 2),wolff ryp,$3.50 ,children,troll,9.78082E+12,214
a touch of sepia,anne-maree althaus,$0.00 ,children,nelson books,9.78017E+12,16
the enchanted castle,e. nesbit,£6.99,children,puffin classics uk,9.78014E+12,304
greyfriars bobby,eleanor atkinson,£5.99,children,puffin classics uk,9.78014E+12,262
the carol island,r.m. ballantyne,£7.99,children,puffin classics uk,9.78014E+12,304
s&m: studies in dominance & submission,thomas s. weinberg,$24.99 ,sociology,prometheus books usa,9.78088E+12,312
big woods,william faulkner,$15.00 ,literature,vintage,9.78068E+12,0
the tree of man,patrick white,£9.99,literature,vintage uk,9.7801E+12,479
move conditions on its application and output,howard lasnik,£18.95,linguistics,mit,9.78026E+12,222
emily post on weddings (revised edition),elizabeth l. post,$9.99 ,reference,harper perennial usa,9.78006E+12,176
reversing heart disease,dean ornish,$20.00 ,health,ballantine books,9.78035E+12,115
quiet soldier,adam ballinger,£6.99,history,orion uk,9.78186E+12,256
the face of a stranger,anne perry,£5.99,fiction,headline uk,9.78075E+12,448
writing past dark,bonnie friedman,$12.99 ,writing skills,harper perennial usa,9.78006E+12,160
buddha's little instruction book,jack kornfield,INR11.00,religion,bantam,9.78055E+12,160
tips for teens,benjamin darling,$9.95 ,gift books,chronicle books usa,9.78081E+12,60
the culture of disbelief: how american law and politics t4rivialize religious devotion,stephen l. carter,$18.00 ,politics,anchor,9.78039E+12,328
born bad: collected stories,andrew vachss,$13.95 ,fiction,vintage,9.78068E+12,352
jane eyre,charlotte bronte,£7.99,children,puffin classics uk,9.78014E+12,0
"developing learning skills through children's literature:an idea book for k-5 classrooms and libraries, volume 2",letty s. watt,$0.00 ,language,oryx press,9.7809E+12,320
travels of an admiral: mirat ul mumalik,syed ali rais,Rs150.00,travel writings,new line publishers,789541206,123
kikar te angoor (punjabi),khalid mehmood,Rs50.00,literature,new line publishers,4521302564,112
benazir & british press,lubna rafique,Rs150.00,history,new line publishers,35321689745,125
the new complete guide to beekeeping,roger a. morse,$19.95 ,business,the countryman press,9.78088E+12,0
survivors: vietnam p.o.w.s tell their stories,zalin grant,$17.50 ,history,da capo usa,9.78031E+12,360
care of the soul,thomas moore,$14.99 ,philosophy,harper collins usa,9.78006E+12,336
the universe story,brian swimme,$16.99 ,science,harper one usa,9.78006E+12,320
nourishing wisdom: a mind-body approach to nutrition and well-being,marc david,$13.99 ,health,three rivers press,9.78052E+12,208
the fifth discipline fieldbook: strategies and tools for building a learning organization,peter m. senge,£22.50,business,nicholas brealey uk,9.78186E+12,608
long quiet highway: waking up in america,natalie goldberg,$16.00 ,biography & autobiography,bantam,9.78055E+12,238
"other voices, other rooms",truman capote,$13.95 ,literature,vintage,9.78068E+12,208
scrambling for protection the new media and the first amendment,patrick m. garry,$15.95 ,law,,9.78082E+12,0
tunnel vision: v.i. warshawski novels series (book 8),sara paretsky,£9.99,fiction,hodder && stoughton uk,9.78144E+12,496
theodore roosevelt: a life,nathan miller,$24.99 ,BIOGRAPHY & AUTOBIOGRAPHY,perennial,9.78069E+12,640
victim of the aurora,thomas keneally,£9.99,literature,sceptre uk,9.78034E+12,208
confederates,thomas keneally,£9.99,literature,sceptre uk,9.78034E+12,544
dreams of a final theory: the scientist's search for the ultimate laws of nature,steven weinberg,$17.95 ,science,vintage books,9.78068E+12,352
water gardens (for your garden),carol spier,£5.99,gardening & landscaping,merehurst,9.78185E+12,72
diabetes & hypoglycemia,"michael t. murray, n.d.",$12.95 ,health,three rivers press,9.78156E+12,176
victory secrets of attila the hun,wess roberts,$17.00 ,selfhelp,dell,9.78044E+12,160
diabetes & hypoglycemia,"michael t. murray, n.d.",$12.95 ,health,three rivers press,9.78156E+12,176
the holder of the world,bharati mukherjee,$13.95 ,literature,ballantine books,9.78045E+12,286
the making of the representative for planet 8,doris lessing,£7.99,literature,harper collins usa,9.78001E+12,190
the axe (volume one of the master of hestviken),sigrid undset,$17.00 ,literature,vintage,9.78068E+12,296
the robots of dawn: the robot series,isaac asimov,$7.99 ,fiction,bantam,9.78055E+12,435
the continental op,dashiell hammett,$15.00 ,fiction,vintage books,9.78068E+12,319
the continental op,dashiell hammett,$15.00 ,fiction,vintage books,9.78068E+12,319
even eagles need a push: learning to soar in a changing world,david mcnally,$16.00 ,selfhelp,dell,9.78044E+12,169
dialogues/dialogi: literary and cultural exchanges between (ex)soviet and american women,susan hardy aiken,$30.95 ,women studies,duke university press usa,822313901,440
stand before your god,paul watkins,£7.99,literature,faber and faber uk,9.78057E+12,208
"the marriages between zones three, four and five",doris lessing,£7.99,literature,harper collins usa,9.78001E+12,299
welcome to the monkey house: palm sunday,kurt vonnegut,£11.99,literature,vintage uk,9.7801E+12,672
a fine place for death: a mitchell and markby mystery book 06,ann granger,£8.99,fiction,headline uk,9.78075E+12,352
when the lamp is shattered,micaela janan,$40.00 ,literary criticism,southern illinois university,809317656,0
even eagles need a push: learning to soar in a changing world,david mcnally,$16.00 ,selfhelp,dell,9.78044E+12,169
salem street,anna jacobs,£6.99,fiction,coronet uk,9.78144E+12,486
music for chameleons,truman capote,$15.00 ,literature,vintage,9.78068E+12,262
"exotic nations: literature and cultural identity in the united states and brazil, 1830-1930",renata r. mautner,$25.95 ,literary criticism,cornell university press usa,9.7808E+12,288
black women's writing,gina wisker,$18.95 ,writing skills,st. martin usa,312105827,190
reading is not a spectator sport,mary helen pelton,$27.00 ,education,abc books,9.78156E+12,286
homework without tears,lee canter,$14.99 ,selfhelp,harper collins usa,9.78006E+12,157
annie,lynda page,£6.99,fiction,headline uk,9.78075E+12,416
"the sixties: years of hope, days of rage",todd gitlin,$21.00 ,history,bantam,9.78055E+12,513
a chorus of stones: the private life of war,susan griffin,$18.95 ,history,anchor,9.78039E+12,384
mosquitoes: a handbook for survival (pamphlet architecture 14),ken kaplan,$12.95 ,architecture,princeton architectural,1878271830,79
the diary of a young girl,anne frank,$5.99 ,biography & autobiography,bantam classics,9.78055E+12,304
junie b. jones and her big fat mouth: junie b. jones (book 3),barbara park,$4.99 ,children,random house children''s books,9.78068E+12,80
junie b. jones and her big fat mouth: junie b. jones (book 3),barbara park,$4.99 ,children,random house children''s books,9.78068E+12,80
the secret life of e. robert pendleton: the gospel according to gore vidal,gore vidal,£11.99,literature,abacus uk,9.78035E+12,256
the rainbow (everyman's library classics),d.h. lawrence,£12.99,literature,everyman''s library uk,9.78186E+12,460
short cuts (selected stories),raymond carver,$14.00 ,literature,vintage books,9.78068E+12,157
dragon lady: the life and legend of the last empress of china,sterling seagrave,$19.95 ,BIOGRAPHY & AUTOBIOGRAPHY,vintage books,9.78068E+12,601
inca-kola: a traveller's tale of peru,matthew parris,£8.99,travel guides,phoenix uk,9.78186E+12,240
follow me down,shelby foote,$14.00 ,fiction,vintage,9.78068E+12,271
dragon tears,dean koontz,£9.99,fiction,headline uk,9.78075E+12,528
baby island,carol ryrie brink,$6.99 ,children,aladdin usa,9.78069E+12,0
we're going on a bear hunt,michael rosen,£6.99,children,walker books uk,9.78074E+12,0
living with the passive aggressive man,scott wetzler,$16.00 ,selfhelp,fireside usa,9.78067E+12,0
hairy maclary's showbusiness (hairy maclary and friends),lynley dodd,£6.99,children,puffin uk,9.78186E+12,32
the ladykiller,martina cole,£7.99,fiction,headline uk,9.78076E+12,736
legacy of sins,anne baker,£8.99,fiction,headline uk,9.78075E+12,602
woman of the inner sea,thomas keneally,£9.99,literature,sceptre uk,9.78034E+12,320
bedknobs & broomsticks,mary norton,£6.99,children,orion children uk,9.78184E+12,190
outer dark,cormac mccarthy,$15.00 ,literature,vintage,9.78068E+12,0
the secret agent: a simple tale,joseph conrad,£2.50,literature,wordsworth classics,9.78185E+12,256
men and women of the corporation,rosabeth moss kanter,$23.00 ,business,basic books usa,9.78047E+12,416
caricature relief carving with larry green,larry green,$0.00 ,art,schiffer publishing,9.78089E+12,64
i wonder why camels have humps: and othr questions about animals,anita ganeri,£4.99,children,kingfisher uk,9.78186E+12,0
days of awe: stories for rosh hashanah and yom kippur,eric a. kimmel,$4.99 ,children,puffin books,9.78014E+12,47
the psychopathic god: adolf hitler,robert g.l. waite,$22.00 ,biography & autobiography,da capo usa,9.78031E+12,512
hole in the sky: a memoir,william kittredge,$15.95 ,biography & autobiography,vintage,9.78068E+12,238
the murder of history: a critique of history textbooks used in pakistan,k.k. aziz,Rs1195.00,history,vanguard books pakistan,969402126X,278
the psychopathic god: adolf hitler,robert g.l. waite,$22.00 ,biography & autobiography,da capo usa,9.78031E+12,512
hole in the sky: a memoir,william kittredge,$15.95 ,biography & autobiography,vintage,9.78068E+12,238
the measure of our success: a letter to my children and yours,marian wright edelman,$10.00 ,selfhelp,harper usa,9.78006E+12,128
the ten commandments: the master key to life,emmet fox,$13.99 ,selfhelp,harper one usa,9.78006E+12,160
paradigms:the business of discovering the future,joel arthur barker,$15.99 ,business,harper business usa,9.78089E+12,240
andersen's fairy tales,hans christian andersen,£0.00,children,wordsworth classics,9.78185E+12,394
animal farm:a fairy story (everyman's library classics),george orwell,£10.99,literature,everyman''s library uk,9.78186E+12,116
chicago stories,john miller,$12.95 ,literature,chronicle books usa,9.78081E+12,256
letters to alice: on first reading jane austen,fay weldon,£8.99,literature,sceptre uk,9.78034E+12,160
"the essential epicurus:letters, principal doctrines, vatican sayings, and fragments (great books in philosophy)",epicurus,$11.99 ,philosophy,prometheus books usa,9.78088E+12,101
the maid of buttermere,melvyn bragg,£8.99,fiction,sceptre uk,9.78034E+12,480
lady daisy,dick king-smith,£5.99,children,puffin uk,9.78014E+12,160
darby's rangers: we led the way,william o. darby,£15.00,history,ballantine books,9.78089E+12,240
way past cool,jess mowry,$10.00 ,CHILDREN,harper collins usa,9.78006E+12,320
the cat who wasn't there,lilian jackson braun,£6.99,fiction,headline uk,9.78075E+12,240
murder wears a cowl: hugh corbett mysteries (book 6),paul doherty,£6.99,fiction,headline uk,9.78075E+12,256
does god exist?: the debate between theists & atheists,j.p. moreland,$22.99 ,religion,prometheus books usa,9.78088E+12,320
gloriana or the unfulfill'd queen,michael moorcock,£5.99,fiction,phoenix uk,9.78186E+12,368
of mice and men,john steinbeck,$12.00 ,literature,penguin books,9.78014E+12,0
dante's drumkit,douglas dunn,£7.99,literature,faber and faber uk,9.78057E+12,128
world ballet and dance (volume 4) (1992-1993),bent schonberg,£10.95,performing arts,dance books,1852730420,329
consciousness explained,daniel c dennett,£12.99,philosophy,penguin uk,9.78014E+12,528
shadows of forgotten ancestors,carl sagan,$18.00 ,science,ballantine books,9.78035E+12,528
inventing the middle ages,norman f. cantor,$16.99 ,history,harper perennial usa,9.78069E+12,480
p.s. i love you: when mom wrote she always sawed the best for last.,h. jackson brown,$5.95 ,gift books,rutledge hill usa,9.78156E+12,160
narrative of sojourner truth,margaret washington,$9.95 ,history,vintage,9.78068E+12,176
sacred hunger: winner of the booker prize 1992,barry unsworth,£10.99,literature,penguin uk,9.78014E+12,640
mayfield,joy chambers,£6.99,fiction,headline uk,9.78075E+12,816
who's who in british opera,nicky adam,£19.95,performing arts,scolar press,9.78186E+12,368
chambers murray latin-english dictionary,chambers,£16.99,reference,chambers uk,9.78055E+12,832
in pursuit of the english,doris lessing,£11.99,biography & autobiography,flamingo uk,9.78001E+12,228
landlocked (the children of violence - book four),doris lessing,£8.99,literature,flamingo uk,9.78059E+12,347
wriothesley's roses,martin green,$29.95 ,literary criticism,,9.78094E+12,438
a ripple from the storm (the children of violence - book three),doris lessing,£8.99,literature,flamingo uk,9.78059E+12,334
paradise parade,anne baker,£7.99,fiction,headline uk,9.78075E+12,608
ivy of the angel,lena kennedy,£8.99,fiction,hodder && stoughton uk,9.78144E+12,300
crystal rooms,melvyn bragg,£8.99,literature,sceptre uk,9.78034E+12,416
i marry you because,peter mcwilliams,$5.95 ,gift books,prelude press,9.78093E+12,191
autumn manoeuvres,melvyn bragg,£8.99,fiction,sceptre uk,9.78034E+12,304
web of dreams,virginia andrews,£6.99,fiction,harper uk,9.78001E+12,416
outside the pale,elsie b. michie,$14.95 ,literary criticism,,9.7808E+12,0
the when we beganre were witchmen: an oral history from mount kenya,jeffrey a. fadiman,$0.00 ,history,university of california press,9.78052E+12,395
the new england milton,anglen k.p. van,$40.00 ,literary criticism,penn state,9.78027E+12,255
maybe the moon,armistead maupin,£8.99,literature,black swan uk,9.78055E+12,331
a fool's alphabet,sebastian faulks,£8.99,literature,vintage uk,9.7801E+12,275
fashion model paper doll in full color,tom tierney,£5.99,children,dover publication,660316,16
augusto roa bastos's: i the supreme,helene carol weldt-basson,$39.98 ,literary criticism,,9.78083E+12,0
yes or no:the guide to better decisions,spencer johnson,$14.99 ,business,william morrow usa,9.78089E+12,112
conscious loving: the journey to co-commitment,gay hendricks,$16.00 ,selfhelp,bantam,9.78055E+12,0
unconditional life: discovering the power to fulfill your dreams,"deepak chopra, m.d.",$16.00 ,selfhelp,bantam,9.78055E+12,0
dusk,f. sionil josã©,$19.00 ,literature,modern library classics usa,9.78038E+12,0
dusk,f. sionil josã©,$19.00 ,literature,modern library classics usa,9.78038E+12,0
unconditional life: discovering the power to fulfill your dreams,"deepak chopra, m.d.",$16.00 ,selfhelp,bantam,9.78055E+12,0
the faber book of church and clergy,a.n. wilson,£9.99,history,faber and faber uk,9.78057E+12,400
kentucky straight: stories,chris offutt,$15.00 ,fiction,vintage,9.78068E+12,167
"molly ivins can't say that, can she?",molly ivins,$16.00 ,humor,vintage,9.78068E+12,284
the harrogate secret,catherine cookson,£3.99,fiction,corgi uk,9.78055E+12,456
reckless,amanda quick,$7.99 ,fiction,bantam,9.78055E+12,371
host of angels,gail harvey,$7.95 ,gift books,gramercy usa,517081407,0
"god bless you, mr rosewater",kurt vonnegut,£8.99,humor,vintage uk,9.7801E+12,192
the vicar of nibbleswicke,roald dahl,£6.99,children,puffin uk,9.78014E+12,0
erotique noire: black erotica,miriam decosta-william,$19.95 ,fiction,anchor,9.78039E+12,496
love and profit: the art of caring leadership,james a. autry,$14.99 ,business,harper usa,9.78038E+12,224
the 100: a ranking of the most influential persons in history,michael h. hart,$22.50 ,biography & autobiography,citadel press,9.78081E+12,556
a parallel life and other stories,robin beeman,$9.95 ,literature,chronicle books usa,9.78081E+12,192
maybe the moon,armistead maupin,$14.00 ,fiction,harper perennial usa,9.78006E+12,307
women of sand and myrrh,hanan al shaykh,$15.95 ,literature,anchor,9.78039E+12,288
the long goodbye,raymond chandler,$14.95 ,fiction,vintage crime/black lizard,9.78039E+12,384
high window: philip marlowe (book 3),raymond chandler,$14.95 ,fiction,vintage crime/black lizard,9.78039E+12,152
the devil soldier: the american soldier of fortune who became a god in china,caleb carr,$17.00 ,biography & autobiography,random house usa,9.78068E+12,0
the trumpeter of krakow,eric p. kelly,$6.99 ,children,aladdin usa,9.78069E+12,0
the 100: a ranking of the most influential persons in history,michael h. hart,Rs1195.00,BIOGRAPHY & AUTOBIOGRAPHY,paramount publishing,9.78969E+12,556
polly of penn's place,dee williams,£8.99,fiction,headline uk,9.78075E+12,448
moon palace,paul auster,£6.99,literature,faber and faber uk,9.78057E+12,0
home coming: reclaiming & championing your inner child,john bradshaw,£17.00,selfhelp,bantam,9.78055E+12,288
keeping a rendezvous,john berger,$16.95 ,art,vintage,9.78068E+12,256
when all the world was young,ferrol sams,$18.00 ,literature,penguin books,9.78014E+12,610
the dwarfs,harold pinter,£6.99,literature,faber and faber uk,9.78057E+12,0
the virgin in the garden,a.s. byatt,$15.95 ,literature,vintage,9.78068E+12,0
how to develop self esteem in your child: 6 vital ingredients,bettie b. youngs,$19.00 ,selfhelp,fawcett,9.78045E+12,304
the plumed serpent,d. h. lawrence,$18.00 ,literature,vintage,9.78068E+12,445
"clabbered dirt, sweet grass",gary paulsen,$9.95 ,literature,harcourt brace,9.78016E+12,120
the evening star,larry mcmurtry,$15.00 ,literature,simon && schuster usa,9.78068E+12,637
selected poems & translations (1969-1991) (translation),william matthews,$15.00 ,literature,houghton mifflin,9.7804E+12,200
aikido: traditional art & modern sport,brian n. bagot,£6.99,sports,crowood press,9.78185E+12,192
the rediscovery of north america,barry lopez,£12.00,history,vintage books,9.78068E+12,58
rain-charm for the duchy and other laureate poems,ted hughes,£4.99,literature,faber and faber uk,9.78057E+12,64
the stinky cheese man and other fairly stupid tales,jon scieszka,$17.99 ,children,viking,9.78067E+12,0
sisters,shobhaa de,INR300.00,literature,penguin india,9.78014E+12,360
linda goodman's love signs: a new approach to the human heart,linda goodman's,$22.99 ,new age/occult,harper collins usa,9.78006E+12,913
renaissance and later sculpture: the thyssen - bornemisza collection,anthony radcliffe,£55.00,art,i.b.tauris uk,9.78086E+12,0
poetry for the earth: a collection of poems from around the world that celebrates nature,sara dunn,$19.00 ,literature,fawcett,9.78045E+12,288
troubled sleep (translation),jean-paul sartre,$18.95 ,literature,vintage,9.78068E+12,432
summer crossing,truman capote,$12.95 ,literature,modern library classics usa,9.78081E+12,142
adolf hitler: the definitive biography,john toland,$27.00 ,biography & autobiography,anchor,9.78039E+12,1056
a narrow escape and other stories: first aid in english (book 1),angus maciver,£0.00,children,hodder gibson,9.78072E+12,224
breathing space: living and working at a comfortable pace in a sped-up society,jeff davidson,$14.99 ,selfhelp,master media book,9.78094E+12,209
thanks,kenneth schwartz,$4.95 ,gift books,peter pauper,9.78088E+12,80
the tao of physics: an exploration of the parallels between modern physics and eastern mysticism,fritjof capra,£10.99,science,harper collins uk,9.78001E+12,416
the cat who knew a cardinal: the cat who... (book12),lilian jackson braun,£8.99,fiction,headline uk,9.78075E+12,240
the soccer war,kapuscinski,$15.95 ,history,vintage books,9.78068E+12,242
explaining faith (book 21),colin urquhart,£0.00,religion,sovereign world,9.78185E+12,80
step by step daily meditations,muriel zink,$17.00 ,selfhelp,ballantine books,9.78035E+12,115
in praise of the stepmother (translation),mario vargas llosa,£7.99,literature,faber and faber uk,9.78057E+12,149
malaria dreams: an african adventure,stuart stevens,£9.99,travel writings,abacus uk,9.78035E+12,240
cold fire,dean koontz,£8.99,fiction,headline uk,9.78075E+12,512
the child in time,ian mcewan,£8.99,literature,vintage uk,9.7801E+12,245
a gathering of old men,ernest j. gaines,$14.00 ,literature,vintage,9.78068E+12,224
senor vivo and the coca lord,louis de bernieres,£7.99,literature,vintage uk,9.78075E+12,289
tadpole and frog (stopwatch book),christine back,£4.99,children,a&&c black uk,9.78071E+12,32
tom sawyer & huckleberry finn: wordsworth classics,mark twain,£2.50,children,wordsworth classics,9.78185E+12,416
the great gatsby,f. scott fitzgerald,£7.99,literature,vintage uk,9.7801E+12,144
the angel of death: hugh corbett (book 4),paul doherty,£5.99,fiction,headline uk,9.78075E+12,160
the silken net,melvyn bragg,£8.99,literature,sceptre uk,9.78034E+12,400
playback,raymond chandler,$14.95 ,fiction,vintage crime/black lizard,9.78039E+12,166
hairy maclary's rumpus at the vet (hairy maclary and friends),lynley dodd,£6.99,children,puffin uk,9.78186E+12,32
the eye in the ceiling: selected poems,eugene b redmond,$22.00 ,literature,harlem river,9.78086E+12,181
mountolive,lawrence durrell,$14.00 ,literature,penguin books,9.78014E+12,320
"raise high the roof beam, carpenters and seymour",j.d. salinger,$6.99 ,literature,little brown usa,9.78032E+12,213
the quincunx,charles palliser,$21.00 ,fiction,ballantine books,9.78035E+12,787
martin leman's contented cats,martin leman's,$7.95 ,gift books,pelham books,720720028,48
the clock winder,anne taintor,£7.99,literature,vintage uk,9.7801E+12,352
a bed by the window: a novel of mystery and redemption,m.scott m.d. peck,$17.00 ,fiction,bantam,9.78055E+12,320
slapstick or lonesome no more,kurt vonnegut,£8.99,literature,vintage uk,9.7801E+12,192
a dictionary of the martial arts,louis frederic,$19.95 ,sports,tuttle publishing,9.7808E+12,284
one rainy night,richard laymon,£4.99,fiction,headline uk,9.78075E+12,416
reveille for radicals,saul alinsky,$14.95 ,history,vintage,9.78068E+12,235
old goriot (translation),honore de balzac,£11.99,literature,everyman''s library uk,9.78186E+12,0
journey through genius: the great theorems of mathematics,william dunham,$17.00 ,science,penguin books,9.78014E+12,300
horrible harry and the green slime: horrible harry series,suzy kline,$4.99 ,children,puffin books,9.78014E+12,58
vietnam wars 1945-1990,marilyn b. young,$14.99 ,history,harper perennial usa,9.78006E+12,448
south to a very old place,albert murray,$15.00 ,BIOGRAPHY & AUTOBIOGRAPHY,vintage books,9.78068E+12,240
the development and evolution of butterfly wing patterns,h. frederik nijhout,$37.95 ,science,smithsonian institution scholarly press,9.78087E+12,318
history of western music,hugh m. miller,$15.99 ,performing arts,perennial,9.78006E+12,320
the cubs and other stories (translation) (short stories),mario vargas llosa,£7.99,literature,faber and faber uk,9.78057E+12,139
time to dance,melvyn bragg,£8.99,fiction,sceptre uk,9.78034E+12,208
